rxcui,drug_name,eis_score,eis_rank,eis_percentile,eis_tier,ehi_v6_score,eii_score,ehi_v6_validation_score,portfolio_value_score,strategic_opportunity_score,deployment_readiness_score,eis_framework_version,eis_weighting_method
1923770,Cardiospermum halicacabum seed extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923771,Hibiscus rosa-sinensis flower extract,40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923811,beta-pinene,55.6825,12288,59.221094,Foundational,65.5319,37.1301,92.53,51.716,40.6429,43.158,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923812,Karwinskia humboldtiana seed extract,25.8655,22530,23.762113,Foundational,17.9649,9.5105,92.53,13.4824,10.8262,20.1215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923813,Lonicera japonica whole extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923814,naphtha,50.5069,13376,55.515731,Foundational,59.3091,31.3302,92.53,45.6046,34.6016,36.667,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923815,permanganate,48.7765,13968,53.370171,Foundational,57.0082,29.507,92.53,43.8541,32.2252,34.676,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923816,Platycladus orientalis whole extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923817,cyanide,47.1996,14379,51.876742,Foundational,53.7872,28.2737,92.53,41.6436,31.1667,34.417,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923818,Dictamnus dasycarpus root extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1923819,potassium cyanide,49.058,13866,53.853047,Foundational,57.0082,29.94,92.53,43.8541,33.0912,35.542,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1924218,Smilax ornata root extract,40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1924454,Liatris spicata root extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925204,Acer negundo root bark extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925205,trimethoxybenzylidene pentanedione,40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925437,northern quahog preparation,58.9312,11744,61.00989,Operationally Relevant,58.9194,48.3713,92.53,55.5097,47.3922,51.633,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925438,mango bark extract,48.7765,13968,53.370171,Foundational,57.0082,29.507,92.53,43.8541,32.2252,34.676,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925499,Qtern,83.729,5375,82.16514,Operationally Relevant,74.8517,86.3055,92.53,81.0258,85.3083,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925580,polyisobutylene (55000 MW),40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925581,Alyssoides utriculata extract,25.8655,22530,23.762113,Foundational,17.9649,9.5105,92.53,13.4824,10.8262,20.1215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925779,laureth-11 carboxylic acid,36.3996,18161,39.411589,Foundational,36.2574,18.3812,92.53,27.7287,20.3988,26.6125,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925780,laureth-11,26.1469,22363,25.511085,Foundational,17.9649,9.9435,92.53,13.4824,11.6922,20.9875,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925781,dipentaerythrityl tetrahydroxystearate/tetraisostearate,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925820,riboflavin 5'-phosphate sodium,70.9696,9904,67.134608,Operationally Relevant,69.0058,66.0972,92.53,70.4529,62.7311,64.733,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925821,riboflavin 5'-phosphate,90.7322,1944,93.551706,Enterprise High,86.0051,92.6515,92.53,89.8026,92.2023,94.9795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925826,Photrexa,79.1735,7009,76.742334,Operationally Relevant,68.2326,81.5198,92.53,75.5163,80.4297,84.8545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925834,Cephalosporium roseum extract,72.8211,9574,68.229789,Operationally Relevant,68.3551,70.119,92.53,72.5276,66.1223,68.317,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1925877,Coriaria ruscifolia fruit extract,25.8655,22530,23.762113,Foundational,17.9649,9.5105,92.53,13.4824,10.8262,20.1215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926056,sodium o-phenylphenate,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926208,ammonium alginate,54.1214,12474,58.60381,Foundational,54.5901,41.656,92.53,49.8951,41.1235,45.8375,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926216,Benadryl Allergy Plus Congestion,85.6397,3656,87.870038,Enterprise High,78.387,88.1161,92.53,83.7935,86.8991,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926329,"pentaerythritol 3,5-di-tert-butyl-4-hydroxyhydrocinnamate",36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926330,polyamide-3 (30000 MW),36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926458,phytonadiol tetrasodium diphosphate,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926466,Viabecline,77.6026,7716,74.395991,Operationally Relevant,64.9948,81.2484,92.53,71.9974,80.4977,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926471,magnesium orotate dihydrate,63.8693,10969,63.585225,Operationally Relevant,62.5475,53.7808,92.53,54.4238,60.7919,66.65,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926478,alfatradiol,51.2925,13215,55.990309,Foundational,60.7519,32.0301,92.53,46.926,34.8599,36.926,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926479,minoxidil sulfate ester,82.9565,5695,81.101487,Operationally Relevant,73.9922,85.4477,92.53,80.5961,83.7215,87.5545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926480,fumagillin,67.4335,10485,65.204766,Operationally Relevant,68.6483,56.8445,92.53,59.4242,63.7167,68.9545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926481,bicyclohexylammonium fumagillin,63.4638,11010,63.464091,Operationally Relevant,62.593,52.9279,92.53,54.5965,59.5668,65.5795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926505,moxifloxacin hydrochloride monohydrate,83.8398,5340,82.281296,Operationally Relevant,75.9773,86.0432,92.53,81.5886,84.6148,87.5545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926519,Vaccinium myrtillus anthocyanosides extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926819,Haegarda,82.2061,6001,80.082636,Operationally Relevant,71.8229,85.2969,92.53,79.7114,83.4453,87.4545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926832,FD&C yellow no. 5 free acid,47.1996,14379,51.876742,Foundational,53.7872,28.2737,92.53,41.6436,31.1667,34.417,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926836,oxothiazolidinecarboxylic acid,57.4134,12034,60.060733,Operationally Relevant,68.7366,38.6835,92.53,54.3183,41.644,43.667,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926841,Cotempla,77.7543,7600,74.774326,Operationally Relevant,65.3356,81.3507,92.53,72.1678,80.651,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926934,lexidronam pentasodium,36.3996,18161,39.411589,Foundational,36.2574,18.3812,92.53,27.7287,20.3988,26.6125,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926935,lexidronam,26.429,22356,25.799814,Foundational,17.9649,10.3775,92.53,13.4824,12.5602,21.8555,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926939,myristyl malate phosphonic acid,25.8655,22530,23.762113,Foundational,17.9649,9.5105,92.53,13.4824,10.8262,20.1215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926947,"1,2-dipalmitoylphosphatidylcholine, DL-",50.5069,13376,55.515731,Foundational,59.3091,31.3302,92.53,45.6046,34.6016,36.667,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926948,"1,2-dipalmitoylphosphatidylcholine",37.1963,17894,40.365724,Foundational,36.055,20.004,92.53,27.6775,22.7122,28.792,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926952,PEG-4 hydrogenated castor oil,25.8655,22530,23.762113,Foundational,17.9649,9.5105,92.53,13.4824,10.8262,20.1215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1926958,risedronate sodium anhydrous,64.0895,10917,63.772733,Operationally Relevant,60.7262,57.7469,92.53,61.8631,55.0848,58.0375,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927023,calcium stearoyl lactylate,40.5421,16499,45.16295,Foundational,44.6113,21.5874,92.53,32.5056,24.6331,27.7375,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927283,infliximab-abda,93.5349,974,96.770875,Strategic Priority,91.7471,95.1241,92.53,93.4736,94.7862,94.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927286,Renflexis,84.473,4849,83.907474,Operationally Relevant,75.7653,87.3296,92.53,82.4826,85.7194,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927293,Healqu,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927409,treprostinil diolamine,86.7314,3224,89.30373,Enterprise High,80.7224,88.6667,92.53,85.1612,87.5001,89.8045,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927429,poly(laurylglucoside)-7,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927611,Mydayis,85.3961,3890,87.091796,Enterprise High,77.8397,87.9519,92.53,83.5198,86.6529,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927662,delafloxacin meglumine,86.9257,3160,89.516129,Enterprise High,81.6562,87.8219,92.53,83.8281,88.6703,92.3545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927663,delafloxacin,91.0516,1843,93.886898,Enterprise High,86.088,92.7264,92.53,89.244,93.2396,97.5795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927668,Baxdela,80.2591,6640,77.966945,Operationally Relevant,69.8014,82.3404,92.53,75.7007,82.4356,87.4545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927689,Intrarosa,83.2481,5593,81.441657,Operationally Relevant,74.5295,85.4588,92.53,79.8648,85.1633,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927851,betrixaban,88.9327,2447,91.882384,Enterprise High,84.5033,89.476,92.53,85.6516,91.4765,95.6295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927857,Bevyxxa,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927867,C11-15 pareth-40,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927870,Parasitexx,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927886,Rituxan Hycela,88.4768,2624,91.294969,Enterprise High,84.7625,90.0288,92.53,86.9812,89.7681,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927940,"corticotropin-releasing factor, human",72.7611,9584,68.193283,Operationally Relevant,76.8814,61.9974,92.53,66.3407,68.6376,73.4705,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927955,betrixaban maleate,79.8143,6780,77.502323,Operationally Relevant,72.5294,79.6838,92.53,74.8647,81.0882,85.4295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1927958,steareth-10 phosphate,25.8655,22530,23.762113,Foundational,17.9649,9.5105,92.53,13.4824,10.8262,20.1215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928076,disodium lauroyl glutamate,36.3996,18161,39.411589,Foundational,36.2574,18.3812,92.53,27.7287,20.3988,26.6125,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928077,Butatron,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928181,1-(4-hydroxy-3-methoxyphenyl)-decan-3-one,40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928182,Acacia concinna fruit extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928184,Hedychium spicatum root extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928289,influenza A virus A/Michigan/45/2015 (H1N1) antigen,72.7431,9588,68.180008,Operationally Relevant,70.1257,67.8757,92.53,71.5628,65.8576,70.4305,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928290,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen,78.456,7304,75.759989,Operationally Relevant,78.1885,73.7946,92.53,78.5942,71.8608,76.0555,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928303,Fluarix Quadrivalent 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928313,Fluzone Quadrivalent 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928325,Flulaval Quadrivalent 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928340,Fluzone 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928347,Flublok Quadrivalent 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928528,influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen,69.0566,10215,66.085889,Operationally Relevant,64.7067,64.15,92.53,67.0534,61.994,67.0555,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928529,Limonia acidissima bark extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928533,Flucelvax Quadrivalent 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928588,guselkumab,91.9052,1570,94.792911,Enterprise High,91.0427,91.8878,92.53,89.7213,94.0192,94.3295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928593,Tremfya,81.7143,6146,79.606399,Operationally Relevant,76.7373,81.2962,92.53,77.1686,83.3068,84.2045,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928705,Oxalis stricta whole extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928707,red king crab preparation,46.7984,15064,49.898779,Foundational,54.5277,27.6293,92.53,40.4638,30.6045,32.4965,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928854,Ultacan,77.8404,7483,75.164277,Operationally Relevant,65.5291,81.4087,92.53,72.2646,80.7381,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928871,Quinja,80.9856,6371,78.859684,Operationally Relevant,71.0464,82.7639,92.53,76.3232,83.2959,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928876,Flublok 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928891,glyceryl rosinate,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928936,Endari,78.6507,7246,75.94086,Operationally Relevant,67.9792,80.4438,92.53,74.5896,79.9156,84.8545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928942,tenofovir disoproxil succinate,76.3398,8423,72.043011,Operationally Relevant,70.7801,74.042,92.53,70.99,75.742,80.3205,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928949,Syndros,84.6094,4718,84.343887,Operationally Relevant,76.0718,87.4215,92.53,82.6359,85.8573,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928961,Fluad 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1928970,Fluvirin 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1939310,oligopeptide-10,41.9217,15861,46.437342,Foundational,47.3891,22.6877,92.53,34.4945,25.4921,27.9965,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
