rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,methodology_version,calculation_date,source_coverage_flag,source_overall_intelligence_score,source_claims_readiness_score,source_ai_readiness_score,source_semantic_richness_score,source_interoperability_score,source_clinical_semantics_score,source_explainability_score,source_relationship_density_score,source_classification_density_score,source_relationship_count,source_classification_count,source_disease_count,source_atc_hierarchy_depth,source_schedule_count
1855891,"dierucoylphosphatidylcholine, dl-",26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1855892,dierucoylphosphatidylcholine,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856257,Stachys officinalis flower top extract,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856267,Abies sibirica whole extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1856268,Citrus maxima seed oil,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1856269,Citrus sinensis leaf extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1856273,"heparin, bovine",88.61316706491436,89.13,89.13,82.13914642240809,86.66,86.66,84.75351785477234,80.94,80.94,88.10828122925793,90.57,90.57,33.90474993362538,14.9,14.9,79.67,1141,88.81,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,90.55,88.0,91.0,88.0,88.0,85.0,100.0,40.0,100.0,4.0,35.0,14.0,4.0,0.0
1856503,butylene glycol monolaurate,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856533,Kyleena,81.28485530333201,82.21,82.21,68.46230996946768,77.92,77.92,100.47185716182132,98.32,98.32,82.58395765299349,85.37,85.37,31.358076961369974,9.81,9.81,77.59,1337,85.97,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,40.0,20.0,4.0,0.0
1856548,BenzaPen,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856754,Oryctolagus cuniculus parasympathetic nerve preparation,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856757,diethanolamine oleth-10 phosphate,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857718,PEG-150 dilaurate,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1857735,C12-14 pareth-9,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857906,lard,44.63816706491438,57.03,57.03,52.03199522102748,61.02,61.02,18.292323775388294,54.49,54.49,42.590922607195004,57.27,57.27,65.28514512810301,94.83,94.83,61.34,2760,61.42,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,29.65,54.0,10.75,13.88,53.75,1.75,17.5,40.0,6.5,4.0,1.0,0.0,0.0,0.0
1858074,decyl isostearate,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1858075,perlite,37.964855303332,52.67,52.67,39.072946634806854,50.8,50.8,18.442323775388292,58.94,58.94,36.130806252489045,52.39,52.39,62.62718183326695,81.03,81.03,56.25,3071,54.1,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,25.54,49.0,7.25,9.38,48.5,2.25,15.5,10.0,9.25,1.0,2.0,0.0,0.0,0.0
1858076,ultramarine violet,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1858262,Vemlidy,74.50485530333201,72.85,72.85,63.86511482808975,68.71,68.71,77.82548785344484,76.01,76.01,72.63821585025886,70.66,70.66,33.355803630691625,14.08,14.08,66.24,2337,69.61,3,Operationally Relevant,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,78.7,76.0,80.5,73.0,77.5,81.0,89.0,10.0,83.5,1.0,14.0,3.0,4.0,0.0
1858270,Lidocare,56.946974976768885,66.89,66.89,47.6835390946502,58.38,58.38,99.60965086950749,96.87,96.87,76.29808675162617,75.93,75.93,29.192009325633876,3.02,3.02,65.73,2379,68.7,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,78.25,65.0,85.0,80.0,65.0,100.0,100.0,0.0,100.0,0.0,58.0,12.0,4.0,0.0
1858282,bis-PEG-12 dimethicone (70 MPA.S),26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1858283,tetradecyloctadecyl stearate,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1858285,acetylsalicylsalicylic acid,37.199855303332,51.31,51.31,38.246277578653924,49.39,49.39,18.292323775388294,54.49,54.49,34.91579908403027,50.53,50.53,62.75651277711403,82.37,82.37,54.46,3132,51.83,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,24.48,48.0,6.25,7.88,47.75,1.75,14.5,10.0,6.5,1.0,1.0,0.0,0.0,0.0
1858362,"alpha,alpha-dibromo-d-camphor",56.77497278640648,65.22,65.22,62.308910527014476,66.52,66.52,66.17029735829018,70.74,70.74,60.77973868312757,64.39,64.39,48.65483515863534,33.39,33.39,63.34,2594,64.84,3,Operationally Relevant,Disease Burden Intelligence,Spend Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,58.56,63.0,54.25,58.88,61.0,65.25,55.5,50.0,40.75,5.0,8.0,3.0,0.0,0.0
1858363,Hordeum vulgare whole extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1858364,lead cation Pb4,29.500788198592858,43.61,43.61,33.80511549183592,43.87,43.87,17.767323775388295,25.3,25.3,29.693222155847604,43.37,43.37,62.94484269215452,85.67,85.67,44.18,3200,43.59,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,16.95,34.0,3.0,4.0,34.0,0.0,12.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0
1858554,Amanita phalloides,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858559,furcelleran,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1858662,"noggin, human",37.199855303332,51.31,51.31,38.246277578653924,49.39,49.39,18.292323775388294,54.49,54.49,34.91579908403027,50.53,50.53,62.75651277711403,82.37,82.37,54.46,3132,51.83,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,24.48,48.0,6.25,7.88,47.75,1.75,14.5,10.0,6.5,1.0,1.0,0.0,0.0,0.0
1858663,noggin,22.821974976768885,26.55,26.55,22.33020708880924,26.55,26.55,18.292323775388294,54.49,54.49,27.76353843090402,40.47,40.47,60.57190007301208,66.12,66.12,38.18,3216,40.56,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,16.75,31.0,4.75,5.88,30.75,1.75,13.5,0.0,6.5,0.0,1.0,0.0,0.0,0.0
1858809,chitosan PCA,22.821974976768885,26.55,26.55,22.33020708880924,26.55,26.55,18.292323775388294,54.49,54.49,27.76353843090402,40.47,40.47,60.57190007301208,66.12,66.12,38.18,3216,40.56,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,16.75,31.0,4.75,5.88,30.75,1.75,13.5,0.0,6.5,0.0,1.0,0.0,0.0,0.0
1858851,uranyl nitrate,22.821974976768885,26.55,26.55,22.33020708880924,26.55,26.55,18.292323775388294,54.49,54.49,27.76353843090402,40.47,40.47,60.57190007301208,66.12,66.12,38.18,3216,40.56,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,16.75,31.0,4.75,5.88,30.75,1.75,13.5,0.0,6.5,0.0,1.0,0.0,0.0,0.0
1858959,Afluria Quadrivalent 2016-2017 Formula,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858973,Aristolochia cymbifera flower extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1858996,Soliqua,56.946974976768885,66.89,66.89,47.47993495287402,57.53,57.53,99.14486260454002,96.24,96.24,75.19278341962033,74.33,74.33,28.74115973051905,2.24,2.24,65.07,2442,67.89,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,78.25,65.0,85.0,80.0,65.0,100.0,100.0,0.0,100.0,0.0,34.0,5.0,4.0,0.0
1859167,darutoside,37.199855303332,51.31,51.31,38.246277578653924,49.39,49.39,18.292323775388294,54.49,54.49,34.91579908403027,50.53,50.53,62.75651277711403,82.37,82.37,54.46,3132,51.83,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,24.48,48.0,6.25,7.88,47.75,1.75,14.5,10.0,6.5,1.0,1.0,0.0,0.0,0.0
1859168,PEG-10 sorbitan laurate,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1859169,propylene glycol behenate,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859171,acetylated glycol stearate,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1859172,alpha ionone,37.199855303332,51.31,51.31,38.246277578653924,49.39,49.39,18.292323775388294,54.49,54.49,34.91579908403027,50.53,50.53,62.75651277711403,82.37,82.37,54.46,3132,51.83,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,24.48,48.0,6.25,7.88,47.75,1.75,14.5,10.0,6.5,1.0,1.0,0.0,0.0,0.0
1859244,butyl salicylate,37.199855303332,51.31,51.31,38.246277578653924,49.39,49.39,18.292323775388294,54.49,54.49,34.91579908403027,50.53,50.53,62.75651277711403,82.37,82.37,54.46,3132,51.83,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,24.48,48.0,6.25,7.88,47.75,1.75,14.5,10.0,6.5,1.0,1.0,0.0,0.0,0.0
1859364,ammonium picrate,22.821974976768885,26.55,26.55,22.33020708880924,26.55,26.55,18.292323775388294,54.49,54.49,27.76353843090402,40.47,40.47,60.57190007301208,66.12,66.12,38.18,3216,40.56,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,16.75,31.0,4.75,5.88,30.75,1.75,13.5,0.0,6.5,0.0,1.0,0.0,0.0,0.0
1859365,Arbutus andrachne leafy shoot extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1859367,Parthenocissus quinquefolia leaf extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1859376,Femadrine,11.759474976768884,12.97,12.97,11.96689565909996,12.97,12.97,17.767323775388295,25.3,25.3,18.213095712199657,12.97,12.97,59.36433442851454,52.27,52.27,19.37,3220,12.97,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859382,ethyl acrylate,51.26367449887163,61.25,61.25,63.67267542811629,68.33,68.33,18.817323775388292,59.9,59.9,49.13051168193283,60.29,60.29,65.23810234966149,94.24,94.24,65.9,2364,68.99,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,38.08,61.0,20.0,25.75,60.5,3.5,24.0,70.0,13.0,7.0,2.0,0.0,0.0,0.0
1859766,Vaccinium corymbosum whole extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1859922,dextrin palmitate (corn; 20000 MW),29.500788198592858,43.61,43.61,33.80511549183592,43.87,43.87,17.767323775388295,25.3,25.3,29.693222155847604,43.37,43.37,62.94484269215452,85.67,85.67,44.18,3200,43.59,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,16.95,34.0,3.0,4.0,34.0,0.0,12.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0
1860072,Terminalia catappa leaf extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1860076,holy basil leaf extract,40.56328819859286,53.7,53.7,44.1684269215452,53.77,53.77,18.292323775388294,54.49,54.49,39.243664874551975,53.8,53.8,64.15240833665207,91.63,91.63,57.68,2992,56.32,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,26.2,50.0,7.75,9.88,49.75,1.75,15.5,20.0,6.5,2.0,1.0,0.0,0.0,0.0
1860077,Justicia adhatoda flower extract,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1860086,2-tert-butylcyclohexyloxybutanol,26.137355303332004,34.46,34.46,27.88296614894464,34.65,34.65,17.767323775388295,25.3,25.3,25.3653563653259,32.91,32.91,61.54894713261649,73.8,73.8,36.38,3219,32.91,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
1860087,imperialine,22.821974976768885,26.55,26.55,22.33020708880924,26.55,26.55,18.292323775388294,54.49,54.49,27.76353843090402,40.47,40.47,60.57190007301208,66.12,66.12,38.18,3216,40.56,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_REAL_PLATFORM_INPUTS_V1,2026-06-04 23:36:14,Platform-Derived Proxy,16.75,31.0,4.75,5.88,30.75,1.75,13.5,0.0,6.5,0.0,1.0,0.0,0.0,0.0
