rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,methodology_version,calculation_date,source_coverage_flag
215596,Belix,162.56204833214153,88.76,88.76,80.85194688112432,40.55,40.55,100.01952556931349,75.63,75.63,26.2984243914309,13.97,13.97,15.506764594564299,33.36,33.36,57.32,2354,69.71,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215602,Bellalphen,54.91005844841248,17.48,17.48,85.23433785837601,43.81,43.81,74.39604292033874,57.83,57.83,57.778683898987005,42.14,42.14,93.15722561437283,97.35,97.35,43.82,3704,33.3,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215608,Bellatal,46.35116957633225,11.41,11.41,71.132426084215,33.26,33.26,53.139430548053944,38.14,38.14,71.83052844943875,53.45,53.45,24.48039838665143,51.7,51.7,32.55,4827,10.58,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215615,Ben-Aqua,96.58350220070932,53.8,53.8,255.74945622223447,97.58,97.58,72.16375299601276,55.98,55.98,141.6952677949193,86.64,86.64,6.262223674218742,11.16,11.16,65.84,1505,86.95,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215618,Benadryl Allergy Sinus,71.99988262046368,32.42,32.42,92.83908762267077,49.2,49.2,91.71094834102175,70.56,70.56,71.89345432748624,53.49,53.49,4.352844693434008,6.9,6.9,44.85,3601,36.01,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215633,Benoquin,130.6869009285214,76.34,76.34,102.83093377677311,56.16,56.16,57.83602685927333,42.89,42.89,40.07316629438832,26.23,26.23,56.69910634249807,87.36,87.36,58.19,2267,71.79,3,Operationally Relevant,Risk Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215634,Benoxyl 10,110.55733752898367,64.22,64.22,164.81548646439177,84.77,84.77,60.108276619527125,45.1,45.1,157.63273734058407,90.36,90.36,17.068870423118764,36.91,36.91,66.72,1417,88.25,2,Strategically Important,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215635,Benoxyl 5,118.87568825625647,69.75,69.75,126.25585201268999,69.92,69.92,18.338383891397818,5.68,5.68,173.6452353196977,93.14,93.14,32.399188925934475,64.42,64.42,59.95,2091,75.88,2,Strategically Important,Population Impact Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215636,Bensulfoid,113.45289918896817,66.1,66.1,42.05810019481164,12.11,12.11,82.34455300557167,64.07,64.07,42.12323233854257,28.03,28.03,99.7989204539506,97.99,97.99,49.68,3118,49.22,3,Operationally Relevant,Risk Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215639,Benylin Multi-Symptom,108.88650299341745,63.09,63.09,67.65023180189503,30.4,30.4,183.1809304613763,96.73,96.73,19.886512390112262,8.93,8.93,54.904990696940324,86.21,86.21,55.83,2503,65.87,3,Operationally Relevant,Disease Burden Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215642,Benza,77.67010615326299,37.47,37.47,115.12084169229529,63.85,63.85,98.54867197461391,74.83,74.83,102.97811563303688,72.65,72.65,34.894610684326096,67.89,67.89,59.86,2100,75.67,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215654,Beta Med,100.41740748045589,56.85,56.85,175.2173795030922,87.52,87.52,181.1496331730142,96.54,96.54,84.65495541580835,62.55,62.55,14.34155299788667,30.61,30.61,70.69,1029,93.24,2,Strategically Important,Disease Burden Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215656,Beta-Val,256.8527485600263,99.18,99.18,148.1409102773609,79.3,79.3,37.08607030046052,22.11,22.11,90.57475942363774,65.97,65.97,25.94067054613555,54.28,54.28,69.32,1162,91.69,2,Strategically Important,Utilization Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215657,Betaderm,86.57999350337306,45.27,45.27,139.07568668685096,75.81,75.81,14.951712321712305,3.7,3.7,27.97737613650068,15.47,15.47,38.167744399484114,71.98,71.98,42.79,3807,30.77,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215658,Betadine Antibiotic,46.232529292036574,11.33,11.33,30.022877067947153,5.57,5.57,72.33970524236959,56.12,56.12,67.17296929179304,49.91,49.91,20.527909115836934,44.29,44.29,27.93,5270,5.4,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215666,Betanate,108.50313157973662,62.74,62.74,66.52980749857616,29.56,29.56,158.92940807958018,93.89,93.89,63.79711952495132,47.18,47.18,57.5705491142667,87.82,87.82,60.85,2001,77.9,2,Strategically Important,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215669,Betatrex,49.576276264297405,13.59,13.59,131.64768155851908,72.55,72.55,292.656699166041,99.89,99.89,132.7299115737177,84.29,84.29,58.991546812118536,88.52,88.52,63.69,1719,83.45,2,Strategically Important,Disease Burden Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215670,Bethaprim,134.24412158811376,78.1,78.1,84.35936335199034,43.14,43.14,147.60253386640176,92.0,92.0,115.65423250651286,78.19,78.19,11.790240803420842,24.48,24.48,66.79,1410,88.35,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215675,Bicitra,53.783551333271326,16.63,16.63,154.41000082704565,81.54,81.54,172.51364760201855,95.75,95.75,125.71840589576412,82.04,82.04,13.814320711475423,29.48,29.48,59.78,2108,75.49,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215676,Bicozene,66.57369165528294,27.63,27.63,47.038399898039636,15.29,15.29,36.9829092838358,21.99,21.99,160.16798477246073,90.9,90.9,6.862672290964042,12.55,12.55,31.4,4940,9.07,4,Limited Enterprise Impact,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215680,Bilopaque Sodium,58.72777728446832,20.81,20.81,37.51698089709722,9.35,9.35,91.31222118922891,70.3,70.3,35.08711804119159,21.71,21.71,14.534951189001863,31.03,31.03,29.0,5174,6.41,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215682,Biocef,141.53827988118496,81.28,81.28,193.63249155004226,91.41,91.41,100.1723159888538,75.72,75.72,46.110986465645524,31.72,31.72,13.76440424697943,29.37,29.37,70.08,1087,92.57,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215692,Bisa-Plex,129.87309855932895,75.97,75.97,31.872437894637226,6.39,6.39,90.62147861145381,69.9,69.9,82.68597374660798,61.25,61.25,9.06064728229299,17.72,17.72,49.33,3153,48.19,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215694,Bisco-Lax,116.9694590923352,68.38,68.38,117.88817974475998,65.27,65.27,68.82606271232984,53.1,53.1,52.751147560089066,37.59,37.59,13.24243277509975,28.0,28.0,55.89,2497,66.03,3,Operationally Relevant,Utilization Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215698,Bisolax,70.73343933581715,31.4,31.4,61.67809946815227,25.63,25.63,59.48265965285653,44.48,44.48,36.98728694039621,23.47,23.47,81.52201449867277,95.61,95.61,37.8,4306,19.45,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215710,Borofair,114.0403273803828,66.5,66.5,225.0146820149517,95.48,95.48,144.19942342677777,91.34,91.34,35.72203860107354,22.27,22.27,1.8213181760131503,1.97,1.97,65.63,1526,86.58,2,Strategically Important,Spend Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215711,Borofax,138.12667060249325,79.94,79.94,116.92117424563685,64.75,64.75,39.741849951289126,24.71,24.71,65.87935686923777,48.83,48.83,12.61488484546786,26.49,26.49,55.08,2578,63.9,3,Operationally Relevant,Utilization Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215714,Boyol Salve,89.90402116882181,48.19,48.19,120.89316868935548,66.95,66.95,41.49751022090659,26.38,26.38,7.834833588546005,1.7,1.7,38.072692513252306,71.88,71.88,43.91,3695,33.49,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215715,BranchAmin,59.97222661288962,21.85,21.85,146.0781445876449,78.56,78.56,73.94308276195224,57.43,57.43,14.444930688377475,5.12,5.12,32.63504616820932,64.71,64.71,44.92,3594,36.17,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215716,Breathe Free Saline,118.55465257445121,69.53,69.53,162.82380900637534,84.19,84.19,134.61466692369362,89.03,89.03,78.03175292871926,58.06,58.06,29.563348750838845,60.18,60.18,74.44,683,96.33,1,Enterprise Critical,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215719,Brevoxyl,144.8026756843168,82.64,82.64,72.94837647151178,34.66,34.66,14.791925780518786,3.62,3.62,85.40344052990336,63.04,63.04,8.445982088805673,16.17,16.17,45.25,3561,37.08,4,Limited Enterprise Impact,Utilization Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215721,Brodspec,133.09398781154928,77.53,77.53,230.13205796428284,95.93,95.93,152.0879841650508,92.8,92.8,11.94454578648152,3.58,3.58,60.51117052044368,89.23,89.23,75.26,613,96.79,1,Enterprise Critical,Spend Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215729,Bromanate DC,140.31478771759058,80.8,80.8,186.51538230451584,90.03,90.03,23.08937169277193,9.12,9.12,23.114327528956572,11.47,11.47,52.75018828455143,84.94,84.94,58.79,2207,73.24,3,Operationally Relevant,Spend Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215747,Bromo Seltzer,105.62336220539687,60.72,60.72,41.95405686280201,12.04,12.04,252.8572858592771,99.58,99.58,13.827708706699637,4.69,4.69,62.573011090060895,90.1,90.1,50.86,3000,52.51,3,Operationally Relevant,Disease Burden Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215757,Bron-Tuss,143.42094833521597,82.07,82.07,91.09282538978849,47.95,47.95,33.3073139333199,18.4,18.4,146.32120040552928,87.83,87.83,46.60006673125345,80.44,80.44,61.51,1936,79.24,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215761,Broncholate,156.9857698367802,87.02,87.02,104.10550049423006,57.03,57.03,92.1935984443307,70.9,70.9,232.84264893715277,97.99,97.99,21.225910120194776,45.72,45.72,73.81,739,95.94,1,Enterprise Critical,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215762,Broncomar GG,86.2039167446979,44.94,44.94,170.9441278003514,86.48,86.48,68.7651938740833,53.03,53.03,24.954736835939592,12.94,12.94,25.070525795658067,52.77,52.77,52.93,2793,58.13,3,Operationally Relevant,Spend Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215764,Brondelate,83.19521888195366,42.28,42.28,25.73729122012882,3.88,3.88,52.79691230643527,37.77,37.77,158.19477858634494,90.48,90.48,50.49684092022808,83.51,83.51,43.13,3773,31.58,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215765,Bronitin,75.16535897358452,35.17,35.17,146.6834862974066,78.79,78.79,72.07278434172487,55.88,55.88,38.31532499449506,24.61,24.61,22.434698579207858,47.97,47.97,49.91,3095,49.88,3,Operationally Relevant,Spend Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215769,Bucet,46.183948733468284,11.3,11.3,63.198932590017684,26.83,26.83,223.1404900729484,98.99,98.99,25.223135019782212,13.14,13.14,9.64485039349942,19.22,19.22,33.79,4704,12.43,4,Limited Enterprise Impact,Disease Burden Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215773,Buffex,40.80405464152885,8.06,8.06,132.51537688565085,72.97,72.97,51.85747242361455,36.73,36.73,113.54602862928046,77.32,77.32,62.84273112083072,90.23,90.23,48.63,3223,46.21,3,Operationally Relevant,Risk Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215785,Butesin Picrate,228.011391080623,98.05,98.05,84.51004813745595,43.26,43.26,40.310150842291485,25.24,25.24,104.69594211135801,73.48,73.48,7.281865580116975,13.59,13.59,57.66,2320,70.47,3,Operationally Relevant,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215786,Butibel,25.582256380927593,1.9,1.9,57.05925948811943,22.25,22.25,26.446583888983696,12.04,12.04,86.04225142632012,63.4,63.4,16.33661221617342,35.24,35.24,21.57,5799,1.53,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215788,Bydramine,84.5780499970921,43.53,43.53,68.94520600064376,31.41,31.41,15.189880660526123,3.81,3.81,210.13576562130874,96.77,96.77,26.165019579588957,54.71,54.71,41.66,3920,27.95,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215790,C-500,165.95428914768164,89.63,89.63,81.55461426657972,41.06,41.06,139.28924513190367,90.24,90.24,79.512563025625,59.14,59.14,42.81658318505162,77.06,77.06,71.78,923,94.34,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215798,C/T/S,68.39488389679622,29.13,29.13,133.29681579118994,73.3,73.3,37.498471493664894,22.53,22.53,16.277653696255435,6.3,6.3,27.499804982145637,56.94,56.94,38.21,4265,20.29,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215801,CP-2,63.269193051396,24.7,24.7,109.92891634995814,60.7,60.7,112.39476749180777,81.69,81.69,55.93583950968984,40.46,40.46,26.128350106229657,54.63,54.63,50.46,3040,51.42,3,Operationally Relevant,Disease Burden Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215802,CRM chromium picolinate,45.805824294145125,11.03,11.03,158.52573390355522,82.82,82.82,41.1707895625487,26.05,26.05,61.14985916870195,44.96,44.96,26.917069193389487,55.95,55.95,41.56,3930,27.68,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215807,Cal Oys,87.74584885219295,46.25,46.25,179.75139594294632,88.63,88.63,106.08508361582633,78.74,78.74,183.2894561998685,94.41,94.41,58.1551531150905,88.12,88.12,74.75,655,96.52,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215809,Cala-Gen,141.25394471660658,81.18,81.18,64.28261085067275,27.79,27.79,23.61514032280639,9.54,9.54,45.12815154086464,30.88,30.88,40.416549638659504,74.42,74.42,45.28,3558,37.13,4,Limited Enterprise Impact,Utilization Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215817,CalCarb,78.84218179393464,38.5,38.5,42.64666739481012,12.46,12.46,30.910403509015655,16.09,16.09,168.54585245542577,92.26,92.26,29.79618218233966,60.54,60.54,37.78,4308,19.41,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215818,Calcarb with D,94.28934246036353,51.92,51.92,232.40347207559412,96.14,96.14,117.1921989896278,83.6,83.6,104.0999291962769,73.2,73.2,25.240972717082478,53.08,53.08,72.62,846,95.13,1,Enterprise Critical,Spend Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215822,Calci-Chew,122.70183857072152,71.91,71.91,89.84785838592035,47.08,47.08,70.89803332763965,54.85,54.85,231.68433388037002,97.93,97.93,8.84452961358692,17.11,17.11,60.71,2015,77.6,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215823,Calcidrine,57.60152689387845,19.76,19.76,59.10021667127639,23.72,23.72,38.18271684093391,23.28,23.28,122.53046972421446,80.86,80.86,12.983407247569833,27.36,27.36,31.38,4942,9.04,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215824,Calcionate,48.065719856544206,12.5,12.5,92.01038328657084,48.65,48.65,140.44084586294207,90.49,90.49,30.283781606848382,17.47,17.47,21.230883213283384,45.73,45.73,41.2,3966,26.88,4,Limited Enterprise Impact,Disease Burden Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215825,Calciquid,135.19956356304232,78.6,78.6,149.9007898355287,79.9,79.9,128.7650284875355,87.33,87.33,116.55667747211405,78.57,78.57,15.922176368514577,34.31,34.31,76.24,534,97.35,1,Enterprise Critical,Disease Burden Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215826,Calcitab,85.60421043879957,44.41,44.41,106.27704908119088,58.41,58.41,55.15474490993628,40.2,40.2,50.696711626430655,35.9,35.9,22.398992971981016,47.91,47.91,46.14,3472,39.54,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215842,Caldesene Powder,47.1700814716956,11.91,11.91,42.98601471889221,12.6,12.6,61.80050109310568,46.67,46.67,161.9388428303061,91.23,91.23,37.84696891281985,71.64,71.64,36.91,4395,17.62,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215845,Callergy,197.81325751147747,95.5,95.5,122.50768155267897,67.83,67.83,60.546404228489315,45.55,45.55,52.554297735711984,37.47,37.47,20.144417031804252,43.41,43.41,64.68,1620,85.04,2,Strategically Important,Utilization Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215852,Caltro,39.32774244170777,7.19,7.19,45.67312613557995,14.37,14.37,93.16776758060386,71.54,71.54,29.243860204613416,16.57,16.57,22.998038439051207,48.96,48.96,27.44,5313,4.99,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215856,Campho-Phenique Maximum Strength,78.77429824287894,38.43,38.43,96.29968874335286,51.71,51.71,188.51605189788197,97.16,97.16,115.53267528592502,78.14,78.14,8.004203248868468,15.16,15.16,57.13,2373,69.28,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215857,Camphor Spirit,249.42720979945133,98.97,98.97,90.6126551883286,47.58,47.58,90.94409828631579,70.09,70.09,75.18646878874603,56.04,56.04,10.640139742809517,21.71,21.71,66.18,1471,87.49,2,Strategically Important,Utilization Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215861,Cank-Oxide,101.70834000913844,57.93,57.93,198.42743306381743,92.26,92.26,58.527811462068286,43.55,43.55,37.950437119206946,24.3,24.3,55.1850500643594,86.39,86.39,61.44,1943,79.11,2,Strategically Important,Spend Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215862,Cankaid,155.67378583709294,86.58,86.58,145.54667659040143,78.36,78.36,32.126027720659565,17.26,17.26,77.1442159420097,57.46,57.46,30.210514564880434,61.09,61.09,63.74,1714,83.58,2,Strategically Important,Utilization Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215864,Cantil,57.553479596025014,19.71,19.71,42.37841626370792,12.29,12.29,118.9530811549085,84.23,84.23,82.31835422048844,61.01,61.01,84.28244945570853,96.1,96.1,44.59,3627,35.31,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215865,Cap-Profen,115.66666875512308,67.57,67.57,203.9465475124116,93.06,93.06,72.48080801092483,56.22,56.22,133.4272108786247,84.51,84.51,4.082960718052863,6.3,6.3,68.09,1281,90.26,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215867,Capitrol,82.49155906661814,41.65,41.65,127.72651731393927,70.68,70.68,98.61936065785518,74.87,74.87,72.75554406143455,54.14,54.14,36.953691618258105,70.62,70.62,60.32,2054,76.71,2,Strategically Important,Disease Burden Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215872,Capsin,100.21595640553653,56.69,56.69,33.2311579253452,7.03,7.03,107.6639512175857,79.49,79.49,32.15428006805847,19.1,19.1,32.999559828475164,65.27,65.27,44.05,3681,33.84,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215873,Capzasin-HP Arthritis Formula,62.38942405086654,24.0,24.0,112.35771726496515,62.24,62.24,56.9491715581769,41.92,41.92,72.91779789408916,54.31,54.31,31.255676898698077,62.65,62.65,45.56,3530,37.92,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215889,Carboptic,90.66803508019706,48.85,48.85,50.06959673736119,17.42,17.42,81.88779555927768,63.76,63.76,68.56694592550792,50.97,50.97,18.212718720416845,39.45,39.45,43.35,3751,32.1,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215894,Cardioquin,204.06272090352684,96.2,96.2,108.68999113747738,59.91,59.91,111.49640277881832,81.24,81.24,52.85448643198126,37.72,37.72,36.91495836967298,70.56,70.56,72.8,829,95.27,1,Enterprise Critical,Utilization Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215899,Carmol HC,108.5535209642025,62.8,62.8,76.28222944189102,37.14,37.14,52.90255350037647,37.92,37.92,104.38475438187218,73.34,73.34,90.07387875197557,96.94,96.94,56.4,2446,67.41,3,Operationally Relevant,Risk Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215902,Caroguard,164.7791078328325,89.35,89.35,164.04209429403744,84.55,84.55,29.323671487560574,14.61,14.61,15.857681616525438,6.04,6.04,14.654080529753061,31.31,31.31,54.9,2596,63.51,3,Operationally Relevant,Utilization Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215903,Caroid Laxative,135.19174410916662,78.59,78.59,123.35693208240293,68.31,68.31,97.59531393406003,74.32,74.32,330.782827516839,99.75,99.75,54.306847285288555,85.89,85.89,79.07,333,98.53,1,Enterprise Critical,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215905,Carozide,183.6850107802288,93.37,93.37,164.77638902579884,84.75,84.75,80.2113256271708,62.34,62.34,96.94426604075409,69.55,69.55,65.76749626750343,91.34,91.34,81.23,205,99.16,1,Enterprise Critical,Utilization Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215909,Carters Little Pills,158.60274403134025,87.5,87.5,206.94334909669357,93.51,93.51,24.637714207392253,10.46,10.46,32.598210894067776,19.54,19.54,6.7897977447081175,12.4,12.4,55.89,2497,66.03,3,Operationally Relevant,Spend Intelligence,Utilization Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
215910,Cartrol,198.38355675936555,95.57,95.57,169.6486817094168,86.1,86.1,41.427202667651436,26.3,26.3,19.120419226448643,8.32,8.32,37.26811804236152,71.02,71.02,63.81,1707,83.69,2,Strategically Important,Utilization Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
